sl_no,SKU_NAME,FEED_DATE,VIEWS,UNITS
36961,B08NSQRRG[,7/6/2019,1208,2
36962,B08NSQRRG[,7/7/2019,1218,4
36963,B08NSQRRG[,7/8/2019,1164,15
36964,B08NSQRRG[,7/9/2019,1166,12
36965,B08NSQRRG[,7/10/2019,1125,13
36966,B08NSQRRG[,7/11/2019,1051,11
36967,B08NSQRRG[,7/12/2019,1242,12
36968,B08NSQRRG[,7/13/2019,1237,8
36969,B08NSQRRG[,7/14/2019,1481,4
36970,B08NSQRRG[,7/15/2019,3714,16
36971,B08NSQRRG[,7/16/2019,3234,6
36972,B08NSQRRG[,7/17/2019,1043,5
36973,B08NSQRRG[,7/18/2019,965,5
36974,B08NSQRRG[,7/19/2019,872,3
36975,B08NSQRRG[,7/20/2019,841,10
36976,B08NSQRRG[,7/21/2019,868,6
36977,B08NSQRRG[,7/22/2019,968,9
36978,B08NSQRRG[,7/23/2019,861,8
36979,B08NSQRRG[,7/24/2019,779,11
36980,B08NSQRRG[,7/25/2019,730,13
36981,B08NSQRRG[,7/26/2019,736,30
36982,B08NSQRRG[,7/27/2019,770,12
36983,B08NSQRRG[,7/28/2019,879,7
36984,B08NSQRRG[,7/29/2019,870,9
36985,B08NSQRRG[,7/30/2019,894,14
36986,B08NSQRRG[,7/31/2019,867,21
36987,B08NSQRRG[,8/1/2019,808,10
36988,B08NSQRRG[,8/2/2019,903,16
36989,B08NSQRRG[,8/3/2019,1354,14
36990,B08NSQRRG[,8/4/2019,1248,18
36991,B08NSQRRG[,8/5/2019,1134,20
36992,B08NSQRRG[,8/6/2019,1006,3
36993,B08NSQRRG[,8/7/2019,1247,13
36994,B08NSQRRG[,8/8/2019,1270,14
36995,B08NSQRRG[,8/9/2019,1310,14
36996,B08NSQRRG[,8/10/2019,1173,4
36997,B08NSQRRG[,8/11/2019,1144,10
36998,B08NSQRRG[,8/12/2019,1122,13
36999,B08NSQRRG[,8/13/2019,1147,16
37000,B08NSQRRG[,8/14/2019,1077,6
37001,B08NSQRRG[,8/15/2019,1028,17
37002,B08NSQRRG[,8/16/2019,992,14
37003,B08NSQRRG[,8/17/2019,944,13
37004,B08NSQRRG[,8/18/2019,1180,12
37005,B08NSQRRG[,8/19/2019,912,10
37006,B08NSQRRG[,8/20/2019,892,16
37007,B08NSQRRG[,8/21/2019,887,11
37008,B08NSQRRG[,8/22/2019,988,9
37009,B08NSQRRG[,8/23/2019,1016,17
37010,B08NSQRRG[,8/24/2019,1039,10
37011,B08NSQRRG[,8/25/2019,1124,10
37012,B08NSQRRG[,8/26/2019,981,10
37013,B08NSQRRG[,8/27/2019,959,10
37014,B08NSQRRG[,8/28/2019,843,11
37015,B08NSQRRG[,8/29/2019,889,10
37016,B08NSQRRG[,8/30/2019,929,18
37017,B08NSQRRG[,8/31/2019,945,16
37018,D19PSTYDH:,5/1/2019,304,5
37019,D19PSTYDH:,5/2/2019,317,2
37020,D19PSTYDH:,5/3/2019,318,3
37021,D19PSTYDH:,5/4/2019,332,4
37022,D19PSTYDH:,5/5/2019,411,8
37023,D19PSTYDH:,5/6/2019,437,11
37024,D19PSTYDH:,5/7/2019,397,4
37025,D19PSTYDH:,5/8/2019,390,9
37026,D19PSTYDH:,5/9/2019,375,4
37027,D19PSTYDH:,5/10/2019,338,5
37028,D19PSTYDH:,5/11/2019,350,4
37029,D19PSTYDH:,5/12/2019,378,0
37030,D19PSTYDH:,5/13/2019,383,9
37031,D19PSTYDH:,5/14/2019,344,5
37032,D19PSTYDH:,5/15/2019,356,6
37033,D19PSTYDH:,5/16/2019,306,12
37034,D19PSTYDH:,5/17/2019,314,7
37035,D19PSTYDH:,5/18/2019,349,5
37036,D19PSTYDH:,5/19/2019,373,6
37037,D19PSTYDH:,5/20/2019,337,3
37038,D19PSTYDH:,5/21/2019,432,6
37039,D19PSTYDH:,5/22/2019,355,5
37040,D19PSTYDH:,5/23/2019,336,8
37041,D19PSTYDH:,5/24/2019,391,5
37042,D19PSTYDH:,5/25/2019,380,4
37043,D19PSTYDH:,5/26/2019,477,6
37044,D19PSTYDH:,5/27/2019,455,5
37045,D19PSTYDH:,5/28/2019,485,3
37046,D19PSTYDH:,5/29/2019,413,7
37047,D19PSTYDH:,5/30/2019,356,4
37048,D19PSTYDH:,5/31/2019,372,10
37049,D19PSTYDH:,6/1/2019,448,9
37050,D19PSTYDH:,6/2/2019,406,5
37051,D19PSTYDH:,6/3/2019,432,11
37052,D19PSTYDH:,6/4/2019,452,9
37053,D19PSTYDH:,6/5/2019,522,14
37054,D19PSTYDH:,6/6/2019,527,15
37055,D19PSTYDH:,6/7/2019,568,13
37056,D19PSTYDH:,6/8/2019,562,6
37057,D19PSTYDH:,6/9/2019,600,4
37058,D19PSTYDH:,6/10/2019,518,2
37059,D19PSTYDH:,6/11/2019,470,6
37060,D19PSTYDH:,6/12/2019,462,8
37061,D19PSTYDH:,6/13/2019,462,8
37062,D19PSTYDH:,6/14/2019,455,16
37063,D19PSTYDH:,6/15/2019,415,5
37064,D19PSTYDH:,6/16/2019,553,10
37065,D19PSTYDH:,6/17/2019,540,3
37066,D19PSTYDH:,6/18/2019,564,8
37067,D19PSTYDH:,6/19/2019,492,13
37068,D19PSTYDH:,6/20/2019,440,6
37069,D19PSTYDH:,6/21/2019,477,2
37070,D19PSTYDH:,6/22/2019,381,4
37071,D19PSTYDH:,6/23/2019,413,7
37072,D19PSTYDH:,6/24/2019,431,4
37073,D19PSTYDH:,6/25/2019,397,5
37074,D19PSTYDH:,6/26/2019,377,9
37075,D19PSTYDH:,6/27/2019,384,10
37076,D19PSTYDH:,6/28/2019,390,9
37077,D19PSTYDH:,6/29/2019,412,9
37078,D19PSTYDH:,6/30/2019,416,6
37079,D19PSTYDH:,7/1/2019,446,15
37080,D19PSTYDH:,7/2/2019,371,7
37081,D19PSTYDH:,7/3/2019,581,9
37082,D19PSTYDH:,7/4/2019,503,5
37083,D19PSTYDH:,7/5/2019,448,10
37084,D19PSTYDH:,7/6/2019,526,8
37085,D19PSTYDH:,7/7/2019,583,9
37086,D19PSTYDH:,7/8/2019,517,4
37087,D19PSTYDH:,7/9/2019,565,3
37088,D19PSTYDH:,7/10/2019,588,4
37089,D19PSTYDH:,7/11/2019,536,0
37090,D19PSTYDH:,7/12/2019,680,2
37091,D19PSTYDH:,7/13/2019,730,4
37092,D19PSTYDH:,7/14/2019,886,3
37093,D19PSTYDH:,7/15/2019,3494,8
37094,D19PSTYDH:,7/16/2019,1831,13
37095,D19PSTYDH:,7/17/2019,616,1
37096,D19PSTYDH:,7/18/2019,585,8
37097,D19PSTYDH:,7/19/2019,538,8
37098,D19PSTYDH:,7/20/2019,515,8
37099,D19PSTYDH:,7/21/2019,552,12
37100,D19PSTYDH:,7/22/2019,506,10
37101,D19PSTYDH:,7/23/2019,519,9
37102,D19PSTYDH:,7/24/2019,429,6
37103,D19PSTYDH:,7/25/2019,475,5
37104,D19PSTYDH:,7/26/2019,485,12
37105,D19PSTYDH:,7/27/2019,437,10
37106,D19PSTYDH:,7/28/2019,491,10
37107,D19PSTYDH:,7/29/2019,471,9
37108,D19PSTYDH:,7/30/2019,501,10
37109,D19PSTYDH:,7/31/2019,490,11
37110,D19PSTYDH:,8/1/2019,440,9
37111,D19PSTYDH:,8/2/2019,474,14
37112,D19PSTYDH:,8/3/2019,521,11
37113,D19PSTYDH:,8/4/2019,630,7
37114,D19PSTYDH:,8/5/2019,497,2
37115,D19PSTYDH:,8/6/2019,658,6
37116,D19PSTYDH:,8/7/2019,624,11
37117,D19PSTYDH:,8/8/2019,549,10
37118,D19PSTYDH:,8/9/2019,487,11
37119,D19PSTYDH:,8/10/2019,496,13
37120,D19PSTYDH:,8/11/2019,514,7
37121,D19PSTYDH:,8/12/2019,509,13
37122,D19PSTYDH:,8/13/2019,636,10
37123,D19PSTYDH:,8/14/2019,532,6
37124,D19PSTYDH:,8/15/2019,582,9
37125,D19PSTYDH:,8/16/2019,435,11
37126,D19PSTYDH:,8/17/2019,502,6
37127,D19PSTYDH:,8/18/2019,488,7
37128,D19PSTYDH:,8/19/2019,500,8
37129,D19PSTYDH:,8/20/2019,472,5
37130,D19PSTYDH:,8/21/2019,421,8
37131,D19PSTYDH:,8/22/2019,564,7
37132,D19PSTYDH:,8/23/2019,444,15
37133,D19PSTYDH:,8/24/2019,427,12
37134,D19PSTYDH:,8/25/2019,574,7
37135,D19PSTYDH:,8/26/2019,504,7
37136,D19PSTYDH:,8/27/2019,448,7
37137,D19PSTYDH:,8/28/2019,444,5
37138,D19PSTYDH:,8/29/2019,415,7
37139,D19PSTYDH:,8/30/2019,424,7
37140,D19PSTYDH:,8/31/2019,416,8
37141,D18OUTXPC6,5/1/2019,463,6
37142,D18OUTXPC6,5/2/2019,487,4
37143,D18OUTXPC6,5/3/2019,492,2
37144,D18OUTXPC6,5/4/2019,437,6
37145,D18OUTXPC6,5/5/2019,501,5
37146,D18OUTXPC6,5/6/2019,519,2
37147,D18OUTXPC6,5/7/2019,467,-1
37148,D18OUTXPC6,5/8/2019,552,15
37149,D18OUTXPC6,5/9/2019,425,2
37150,D18OUTXPC6,5/10/2019,409,0
37151,D18OUTXPC6,5/11/2019,415,2
37152,D18OUTXPC6,5/12/2019,422,2
37153,D18OUTXPC6,5/13/2019,415,4
37154,D18OUTXPC6,5/14/2019,393,9
37155,D18OUTXPC6,5/15/2019,498,11
37156,D18OUTXPC6,5/16/2019,522,13
37157,D18OUTXPC6,5/17/2019,482,8
37158,D18OUTXPC6,5/18/2019,511,14
37159,D18OUTXPC6,5/19/2019,524,10
37160,D18OUTXPC6,5/20/2019,451,11
37161,D18OUTXPC6,5/21/2019,590,20
37162,D18OUTXPC6,5/22/2019,548,8
37163,D18OUTXPC6,5/23/2019,502,6
37164,D18OUTXPC6,5/24/2019,509,10
37165,D18OUTXPC6,5/25/2019,567,5
37166,D18OUTXPC6,5/26/2019,574,2
37167,D18OUTXPC6,5/27/2019,554,2
37168,D18OUTXPC6,5/28/2019,495,5
37169,D18OUTXPC6,5/29/2019,476,7
37170,D18OUTXPC6,5/30/2019,579,10
37171,D18OUTXPC6,5/31/2019,586,9
37172,D18OUTXPC6,6/1/2019,511,7
37173,D18OUTXPC6,6/2/2019,587,3
37174,D18OUTXPC6,6/3/2019,488,11
37175,D18OUTXPC6,6/4/2019,510,5
37176,D18OUTXPC6,6/5/2019,379,6
37177,D18OUTXPC6,6/6/2019,440,4
37178,D18OUTXPC6,6/7/2019,519,1
37179,D18OUTXPC6,6/8/2019,410,2
37180,D18OUTXPC6,6/9/2019,385,2
37181,D18OUTXPC6,6/10/2019,475,3
37182,D18OUTXPC6,6/11/2019,441,6
37183,D18OUTXPC6,6/12/2019,413,10
37184,D18OUTXPC6,6/13/2019,465,11
37185,D18OUTXPC6,6/14/2019,561,11
37186,D18OUTXPC6,6/15/2019,505,11
37187,D18OUTXPC6,6/16/2019,502,6
37188,D18OUTXPC6,6/17/2019,548,5
37189,D18OUTXPC6,6/18/2019,538,13
37190,D18OUTXPC6,6/19/2019,522,13
37191,D18OUTXPC6,6/20/2019,558,17
37192,D18OUTXPC6,6/21/2019,483,12
37193,D18OUTXPC6,6/22/2019,457,5
37194,D18OUTXPC6,6/23/2019,498,9
37195,D18OUTXPC6,6/24/2019,454,6
37196,D18OUTXPC6,6/25/2019,427,12
37197,D18OUTXPC6,6/26/2019,397,6
37198,D18OUTXPC6,6/27/2019,400,6
37199,D18OUTXPC6,6/28/2019,382,6
37200,D18OUTXPC6,6/29/2019,437,19
37201,D18OUTXPC6,6/30/2019,441,9
37202,D18OUTXPC6,7/1/2019,476,12
37203,D18OUTXPC6,7/2/2019,526,19
37204,D18OUTXPC6,7/3/2019,441,10
37205,D18OUTXPC6,7/4/2019,352,6
37206,D18OUTXPC6,7/5/2019,401,9
37207,D18OUTXPC6,7/6/2019,408,7
37208,D18OUTXPC6,7/7/2019,448,7
37209,D18OUTXPC6,7/8/2019,449,13
37210,D18OUTXPC6,7/9/2019,518,9
37211,D18OUTXPC6,7/10/2019,595,10
37212,D18OUTXPC6,7/11/2019,762,12
37213,D18OUTXPC6,7/12/2019,713,13
37214,D18OUTXPC6,7/13/2019,771,12
37215,D18OUTXPC6,7/14/2019,977,9
37216,D18OUTXPC6,7/15/2019,2297,23
37217,D18OUTXPC6,7/16/2019,2232,19
37218,D18OUTXPC6,7/17/2019,698,12
37219,D18OUTXPC6,7/18/2019,616,12
37220,D18OUTXPC6,7/19/2019,562,6
37221,D18OUTXPC6,7/20/2019,508,7
37222,D18OUTXPC6,7/21/2019,570,10
37223,D18OUTXPC6,7/22/2019,556,18
37224,D18OUTXPC6,7/23/2019,526,10
37225,D18OUTXPC6,7/24/2019,457,9
37226,D18OUTXPC6,7/25/2019,491,11
37227,D18OUTXPC6,7/26/2019,468,27
37228,D18OUTXPC6,7/27/2019,479,11
37229,D18OUTXPC6,7/28/2019,507,13
37230,D18OUTXPC6,7/29/2019,425,13
37231,D18OUTXPC6,7/30/2019,610,9
37232,D18OUTXPC6,7/31/2019,529,13
37233,D18OUTXPC6,8/1/2019,563,8
37234,D18OUTXPC6,8/2/2019,640,19
37235,D18OUTXPC6,8/3/2019,677,29
37236,D18OUTXPC6,8/4/2019,683,11
37237,D18OUTXPC6,8/5/2019,579,6
37238,D18OUTXPC6,8/6/2019,604,9
37239,D18OUTXPC6,8/7/2019,683,8
37240,D18OUTXPC6,8/8/2019,594,12
37241,D18OUTXPC6,8/9/2019,636,16
37242,D18OUTXPC6,8/10/2019,655,7
37243,D18OUTXPC6,8/11/2019,706,4
37244,D18OUTXPC6,8/12/2019,608,14
37245,D18OUTXPC6,8/13/2019,710,7
37246,D18OUTXPC6,8/14/2019,656,12
37247,D18OUTXPC6,8/15/2019,635,10
37248,D18OUTXPC6,8/16/2019,619,12
37249,D18OUTXPC6,8/17/2019,697,13
37250,D18OUTXPC6,8/18/2019,749,18
37251,D18OUTXPC6,8/19/2019,652,13
37252,D18OUTXPC6,8/20/2019,639,16
37253,D18OUTXPC6,8/21/2019,564,14
37254,D18OUTXPC6,8/22/2019,635,13
37255,D18OUTXPC6,8/23/2019,538,17
37256,D18OUTXPC6,8/24/2019,545,11
37257,D18OUTXPC6,8/25/2019,598,13
37258,D18OUTXPC6,8/26/2019,474,15
37259,D18OUTXPC6,8/27/2019,462,19
37260,D18OUTXPC6,8/28/2019,493,7
37261,D18OUTXPC6,8/29/2019,483,8
37262,D18OUTXPC6,8/30/2019,539,8
37263,D18OUTXPC6,8/31/2019,553,7
37264,C08QQJNQR4,5/1/2019,344,5
37265,C08QQJNQR4,5/2/2019,396,6
37266,C08QQJNQR4,5/3/2019,340,4
37267,C08QQJNQR4,5/4/2019,302,6
37268,C08QQJNQR4,5/5/2019,356,9
37269,C08QQJNQR4,5/6/2019,273,3
37270,C08QQJNQR4,5/7/2019,256,3
37271,C08QQJNQR4,5/8/2019,290,7
37272,C08QQJNQR4,5/9/2019,216,2
37273,C08QQJNQR4,5/10/2019,217,4
37274,C08QQJNQR4,5/11/2019,269,4
37275,C08QQJNQR4,5/12/2019,289,4
37276,C08QQJNQR4,5/13/2019,265,1
37277,C08QQJNQR4,5/14/2019,268,1
37278,C08QQJNQR4,5/15/2019,221,6
37279,C08QQJNQR4,5/16/2019,295,6
37280,C08QQJNQR4,5/17/2019,284,2
37281,C08QQJNQR4,5/18/2019,271,3
37282,C08QQJNQR4,5/19/2019,385,1
37283,C08QQJNQR4,5/20/2019,405,7
37284,C08QQJNQR4,5/21/2019,349,6
37285,C08QQJNQR4,5/22/2019,318,1
37286,C08QQJNQR4,5/23/2019,296,1
37287,C08QQJNQR4,5/24/2019,330,4
37288,C08QQJNQR4,5/25/2019,314,5
37289,C08QQJNQR4,5/26/2019,377,2
37290,C08QQJNQR4,5/27/2019,368,0
37291,C08QQJNQR4,5/28/2019,309,3
37292,C08QQJNQR4,5/29/2019,325,3
37293,C08QQJNQR4,5/30/2019,238,3
37294,C08QQJNQR4,5/31/2019,236,2
37295,C08QQJNQR4,6/1/2019,287,2
37296,C08QQJNQR4,6/2/2019,298,2
37297,C08QQJNQR4,6/3/2019,233,2
37298,C08QQJNQR4,6/4/2019,302,1
37299,C08QQJNQR4,6/5/2019,276,3
37300,C08QQJNQR4,6/6/2019,299,3
37301,C08QQJNQR4,6/7/2019,343,4
37302,C08QQJNQR4,6/8/2019,335,0
37303,C08QQJNQR4,6/9/2019,398,5
37304,C08QQJNQR4,6/10/2019,331,4
37305,C08QQJNQR4,6/11/2019,407,6
37306,C08QQJNQR4,6/12/2019,465,6
37307,C08QQJNQR4,6/13/2019,411,3
37308,C08QQJNQR4,6/14/2019,350,3
37309,C08QQJNQR4,6/15/2019,344,7
37310,C08QQJNQR4,6/16/2019,332,3
37311,C08QQJNQR4,6/17/2019,275,4
37312,C08QQJNQR4,6/18/2019,274,3
37313,C08QQJNQR4,6/19/2019,338,2
37314,C08QQJNQR4,6/20/2019,367,3
37315,C08QQJNQR4,6/21/2019,205,0
37316,C08QQJNQR4,6/22/2019,209,2
37317,C08QQJNQR4,6/23/2019,234,2
37318,C08QQJNQR4,6/24/2019,202,1
37319,C08QQJNQR4,6/25/2019,266,1
37320,C08QQJNQR4,6/26/2019,223,2
37321,C08QQJNQR4,6/27/2019,243,3
37322,C08QQJNQR4,6/28/2019,337,3
37323,C08QQJNQR4,6/29/2019,287,2
37324,C08QQJNQR4,6/30/2019,166,2
37325,C08QQJNQR4,7/1/2019,181,4
37326,C08QQJNQR4,7/2/2019,272,1
37327,C08QQJNQR4,7/3/2019,283,2
37328,C08QQJNQR4,7/4/2019,250,1
37329,C08QQJNQR4,7/5/2019,264,0
37330,C08QQJNQR4,7/6/2019,270,4
37331,C08QQJNQR4,7/7/2019,263,1
37332,C08QQJNQR4,7/8/2019,231,2
37333,C08QQJNQR4,7/9/2019,220,3
37334,C08QQJNQR4,7/10/2019,248,2
37335,C08QQJNQR4,7/11/2019,332,0
37336,C08QQJNQR4,7/12/2019,263,2
37337,C08QQJNQR4,7/13/2019,168,0
37338,C08QQJNQR4,7/14/2019,187,0
37339,C08QQJNQR4,7/15/2019,271,0
37340,C08QQJNQR4,7/16/2019,166,0
37341,C08QQJNQR4,7/17/2019,135,0
37342,C08QQJNQR4,7/18/2019,264,1
37343,C08QQJNQR4,7/19/2019,309,2
37344,C08QQJNQR4,7/20/2019,359,2
37345,C08QQJNQR4,7/21/2019,419,3
37346,C08QQJNQR4,7/22/2019,315,3
37347,C08QQJNQR4,7/23/2019,357,0
37348,C08QQJNQR4,7/24/2019,273,0
37349,C08QQJNQR4,7/25/2019,265,3
37350,C08QQJNQR4,7/26/2019,226,1
37351,C08QQJNQR4,7/27/2019,278,3
37352,C08QQJNQR4,7/28/2019,301,3
37353,C08QQJNQR4,7/29/2019,292,1
37354,C08QQJNQR4,7/30/2019,293,0
37355,C08QQJNQR4,7/31/2019,336,2
37356,C08QQJNQR4,8/1/2019,348,2
37357,C08QQJNQR4,8/2/2019,244,1
37358,C08QQJNQR4,8/3/2019,252,0
37359,C08QQJNQR4,8/4/2019,331,2
37360,C08QQJNQR4,8/5/2019,286,1
37361,C08QQJNQR4,8/6/2019,306,1
37362,C08QQJNQR4,8/7/2019,257,1
37363,C08QQJNQR4,8/8/2019,252,0
37364,C08QQJNQR4,8/9/2019,248,2
37365,C08QQJNQR4,8/10/2019,254,1
37366,C08QQJNQR4,8/11/2019,312,1
37367,C08QQJNQR4,8/12/2019,308,1
37368,C08QQJNQR4,8/13/2019,273,1
37369,C08QQJNQR4,8/14/2019,303,2
37370,C08QQJNQR4,8/15/2019,292,5
37371,C08QQJNQR4,8/16/2019,271,1
37372,C08QQJNQR4,8/17/2019,291,3
37373,C08QQJNQR4,8/18/2019,339,0
37374,C08QQJNQR4,8/19/2019,303,2
37375,C08QQJNQR4,8/20/2019,232,1
37376,C08QQJNQR4,8/21/2019,293,2
37377,C08QQJNQR4,8/22/2019,215,1
37378,C08QQJNQR4,8/23/2019,228,0
37379,C08QQJNQR4,8/24/2019,297,2
37380,C08QQJNQR4,8/25/2019,348,2
37381,C08QQJNQR4,8/26/2019,274,2
37382,C08QQJNQR4,8/27/2019,278,3
37383,C08QQJNQR4,8/28/2019,313,3
37384,C08QQJNQR4,8/29/2019,242,0
37385,C08QQJNQR4,8/30/2019,259,1
37386,C08QQJNQR4,8/31/2019,280,1
37387,D28QU2Q7[:,5/1/2019,43,3
37388,D28QU2Q7[:,5/2/2019,44,0
37389,D28QU2Q7[:,5/3/2019,30,2
37390,D28QU2Q7[:,5/4/2019,17,1
37391,D28QU2Q7[:,5/5/2019,27,1
37392,D28QU2Q7[:,5/6/2019,32,1
37393,D28QU2Q7[:,5/7/2019,38,1
37394,D28QU2Q7[:,5/8/2019,51,0
37395,D28QU2Q7[:,5/12/2019,19,1
37396,D28QU2Q7[:,5/13/2019,33,0
37397,D28QU2Q7[:,5/14/2019,42,0
37398,D28QU2Q7[:,5/15/2019,29,-1
37399,D28QU2Q7[:,5/16/2019,64,1
37400,D28QU2Q7[:,5/17/2019,43,0
37401,D28QU2Q7[:,5/18/2019,30,0
37402,D28QU2Q7[:,5/19/2019,29,-1
37403,D28QU2Q7[:,5/20/2019,60,0
37404,D28QU2Q7[:,5/21/2019,53,0
37405,D28QU2Q7[:,5/22/2019,29,0
37406,D28QU2Q7[:,5/23/2019,22,-2
37407,D28QU2Q7[:,5/24/2019,12,0
37408,D28QU2Q7[:,5/26/2019,17,-1
37409,D28QU2Q7[:,5/27/2019,12,0
37410,D28QU2Q7[:,5/28/2019,16,-2
37411,D28QU2Q7[:,5/29/2019,16,0
37412,D28QU2Q7[:,5/30/2019,24,0
37413,D28QU2Q7[:,5/31/2019,8,0
37414,D28QU2Q7[:,6/1/2019,2,0
37415,D28QU2Q7[:,6/2/2019,5,0
37416,D28QU2Q7[:,6/3/2019,14,-2
37417,D28QU2Q7[:,6/4/2019,20,-2
37418,D28QU2Q7[:,6/5/2019,11,0
37419,D28QU2Q7[:,6/6/2019,10,-1
37420,D28QU2Q7[:,6/7/2019,18,0
37421,D28QU2Q7[:,6/8/2019,5,-1
37422,D28QU2Q7[:,6/9/2019,8,0
37423,D28QU2Q7[:,6/10/2019,24,0
37424,D28QU2Q7[:,6/11/2019,31,2
37425,D28QU2Q7[:,6/12/2019,47,0
37426,D28QU2Q7[:,6/13/2019,56,1
37427,D28QU2Q7[:,6/14/2019,66,0
37428,D28QU2Q7[:,6/15/2019,37,0
37429,D28QU2Q7[:,6/16/2019,44,-1
37430,D28QU2Q7[:,6/17/2019,50,1
37431,D28QU2Q7[:,6/18/2019,54,1
37432,D28QU2Q7[:,6/19/2019,46,4
37433,D28QU2Q7[:,6/20/2019,85,3
37434,D28QU2Q7[:,6/21/2019,68,8
37435,D28QU2Q7[:,6/22/2019,44,0
37436,D28QU2Q7[:,6/23/2019,46,1
37437,D28QU2Q7[:,6/24/2019,51,6
37438,D28QU2Q7[:,6/25/2019,65,9
37439,D28QU2Q7[:,6/26/2019,56,4
37440,D28QU2Q7[:,6/27/2019,43,4
37441,D28QU2Q7[:,6/28/2019,52,7
37442,D28QU2Q7[:,6/29/2019,31,0
37443,D28QU2Q7[:,6/30/2019,20,2
37444,D28QU2Q7[:,7/1/2019,47,2
37445,D28QU2Q7[:,7/2/2019,37,0
37446,D28QU2Q7[:,7/3/2019,41,0
37447,D28QU2Q7[:,7/4/2019,34,0
37448,D28QU2Q7[:,7/5/2019,58,1
37449,D28QU2Q7[:,7/6/2019,27,0
37450,D28QU2Q7[:,7/7/2019,24,1
37451,D28QU2Q7[:,7/8/2019,49,6
37452,D28QU2Q7[:,7/9/2019,52,0
37453,D28QU2Q7[:,7/10/2019,59,0
37454,D28QU2Q7[:,7/11/2019,48,3
37455,D28QU2Q7[:,7/12/2019,63,7
37456,D28QU2Q7[:,7/13/2019,27,1
37457,D28QU2Q7[:,7/14/2019,31,0
37458,D28QU2Q7[:,7/15/2019,95,4
37459,D28QU2Q7[:,7/16/2019,85,5
37460,D28QU2Q7[:,7/17/2019,57,1
37461,D28QU2Q7[:,7/18/2019,65,0
37462,D28QU2Q7[:,7/19/2019,47,1
37463,D28QU2Q7[:,7/20/2019,31,1
37464,D28QU2Q7[:,7/21/2019,24,0
37465,D28QU2Q7[:,7/22/2019,53,0
37466,D28QU2Q7[:,7/23/2019,62,6
37467,D28QU2Q7[:,7/24/2019,67,4
37468,D28QU2Q7[:,7/25/2019,74,4
37469,D28QU2Q7[:,7/26/2019,39,2
37470,D28QU2Q7[:,7/27/2019,49,2
37471,D28QU2Q7[:,7/28/2019,60,1
37472,D28QU2Q7[:,7/29/2019,62,1
37473,D28QU2Q7[:,7/30/2019,80,2
37474,D28QU2Q7[:,7/31/2019,97,10
37475,D28QU2Q7[:,8/1/2019,66,2
37476,D28QU2Q7[:,8/2/2019,50,6
37477,D28QU2Q7[:,8/3/2019,33,1
37478,D28QU2Q7[:,8/4/2019,35,2
37479,D28QU2Q7[:,8/5/2019,49,4
37480,D28QU2Q7[:,8/6/2019,55,0
37481,D28QU2Q7[:,8/7/2019,97,2
37482,D28QU2Q7[:,8/8/2019,67,3
37483,D28QU2Q7[:,8/9/2019,66,2
37484,D28QU2Q7[:,8/10/2019,36,2
37485,D28QU2Q7[:,8/11/2019,34,1
37486,D28QU2Q7[:,8/12/2019,73,2
37487,D28QU2Q7[:,8/13/2019,93,7
37488,D28QU2Q7[:,8/14/2019,52,8
37489,D28QU2Q7[:,8/15/2019,54,6
37490,D28QU2Q7[:,8/16/2019,64,2
37491,D28QU2Q7[:,8/17/2019,27,0
37492,D28QU2Q7[:,8/18/2019,49,2
37493,D28QU2Q7[:,8/19/2019,42,7
37494,D28QU2Q7[:,8/20/2019,54,0
37495,D28QU2Q7[:,8/21/2019,68,3
37496,D28QU2Q7[:,8/22/2019,78,3
37497,D28QU2Q7[:,8/23/2019,52,4
37498,D28QU2Q7[:,8/24/2019,38,0
37499,D28QU2Q7[:,8/25/2019,29,0
37500,D28QU2Q7[:,8/26/2019,62,1
37501,D28QU2Q7[:,8/27/2019,59,1
37502,D28QU2Q7[:,8/28/2019,59,1
37503,D28QU2Q7[:,8/29/2019,63,4
37504,D28QU2Q7[:,8/30/2019,55,6
37505,D28QU2Q7[:,8/31/2019,28,0
37506,D225JQ6249,5/2/2019,110,0
37507,D225JQ6249,5/28/2019,159,0
37508,C21PIJY9C2,5/2/2019,264,0
37509,C21PIJY9C2,5/4/2019,255,0
37510,C21PIJY9C2,5/8/2019,291,0
37511,C21PIJY9C2,5/15/2019,251,0
37512,C21PIJY9C2,5/18/2019,249,0
37513,C21PIJY9C2,5/19/2019,259,0
37514,C21PIJY9C2,5/20/2019,303,0
37515,C21PIJY9C2,5/22/2019,233,0
37516,C21PIJY9C2,5/29/2019,254,0
37517,C21PIJY9C2,6/3/2019,235,0
37518,C21PIJY9C2,6/4/2019,241,0
37519,C21PIJY9C2,6/5/2019,294,0
37520,C21PIJY9C2,6/6/2019,228,0
37521,C21PIJY9C2,6/7/2019,239,0
37522,C21PIJY9C2,6/8/2019,214,0
37523,C21PIJY9C2,6/9/2019,227,0
37524,C21PIJY9C2,6/10/2019,203,0
37525,C21PIJY9C2,6/11/2019,187,0
37526,C21PIJY9C2,6/12/2019,251,0
37527,C21PIJY9C2,6/13/2019,256,0
37528,C21PIJY9C2,6/14/2019,261,0
37529,C21PIJY9C2,6/15/2019,250,0
37530,C21PIJY9C2,6/16/2019,267,0
37531,C21PIJY9C2,6/17/2019,307,0
37532,C21PIJY9C2,6/18/2019,278,0
37533,C21PIJY9C2,6/19/2019,279,0
37534,C21PIJY9C2,6/20/2019,346,0
37535,C21PIJY9C2,6/21/2019,240,0
